/home/dvspanos/miniconda3/envs/rded/lib/python3.10/site-packages/torch/cuda/__init__.py:611: UserWarning: Can't initialize NVML
  warnings.warn("Can't initialize NVML")
=> using pytorch pre-trained teacher model 'conv3'
process data from /home/dvspanos/nikos/ca2d/artifacts/rded_sets/bench_cifar100_conv_el2nw0_ipc10
load data successfully
TRAIN Iter 161: loss = 0.003994,	Top-1 err = 91.600000,	Top-5 err = 65.400000,	train_time = 0.381557
TRAIN Iter 162: loss = 0.004114,	Top-1 err = 91.700000,	Top-5 err = 68.900000,	train_time = 0.387941
TRAIN Iter 163: loss = 0.003890,	Top-1 err = 89.500000,	Top-5 err = 58.400000,	train_time = 0.374546
TRAIN Iter 164: loss = 0.003957,	Top-1 err = 91.000000,	Top-5 err = 66.000000,	train_time = 0.360339
TRAIN Iter 165: loss = 0.003854,	Top-1 err = 91.900000,	Top-5 err = 65.600000,	train_time = 0.392634
TRAIN Iter 166: loss = 0.003969,	Top-1 err = 90.300000,	Top-5 err = 64.200000,	train_time = 0.417876
TRAIN Iter 167: loss = 0.003844,	Top-1 err = 91.200000,	Top-5 err = 62.300000,	train_time = 0.383888
TRAIN Iter 168: loss = 0.003995,	Top-1 err = 90.300000,	Top-5 err = 66.200000,	train_time = 0.390413
TRAIN Iter 169: loss = 0.004015,	Top-1 err = 91.100000,	Top-5 err = 67.900000,	train_time = 0.375425
TRAIN Iter 170: loss = 0.003780,	Top-1 err = 92.000000,	Top-5 err = 67.300000,	train_time = 0.381915
TRAIN Iter 171: loss = 0.004070,	Top-1 err = 91.400000,	Top-5 err = 71.700000,	train_time = 0.358681
TRAIN Iter 172: loss = 0.004063,	Top-1 err = 91.500000,	Top-5 err = 66.100000,	train_time = 0.373913
TRAIN Iter 173: loss = 0.004031,	Top-1 err = 90.900000,	Top-5 err = 68.800000,	train_time = 0.360150
TRAIN Iter 174: loss = 0.003916,	Top-1 err = 91.200000,	Top-5 err = 64.700000,	train_time = 0.375642
TRAIN Iter 175: loss = 0.004059,	Top-1 err = 90.900000,	Top-5 err = 67.300000,	train_time = 0.365819
TRAIN Iter 176: loss = 0.003826,	Top-1 err = 90.200000,	Top-5 err = 63.400000,	train_time = 0.399507
TRAIN Iter 177: loss = 0.003924,	Top-1 err = 91.300000,	Top-5 err = 65.600000,	train_time = 0.378124
TRAIN Iter 178: loss = 0.003884,	Top-1 err = 91.200000,	Top-5 err = 68.300000,	train_time = 0.362987
TRAIN Iter 179: loss = 0.003900,	Top-1 err = 88.800000,	Top-5 err = 62.500000,	train_time = 0.385932
TRAIN Iter 180: loss = 0.003783,	Top-1 err = 89.900000,	Top-5 err = 65.100000,	train_time = 0.394598
TRAIN Iter 181: loss = 0.003921,	Top-1 err = 89.200000,	Top-5 err = 67.000000,	train_time = 0.381135
TRAIN Iter 182: loss = 0.003756,	Top-1 err = 91.100000,	Top-5 err = 64.500000,	train_time = 0.392796
TRAIN Iter 183: loss = 0.003891,	Top-1 err = 91.100000,	Top-5 err = 67.900000,	train_time = 0.376181
TRAIN Iter 184: loss = 0.003819,	Top-1 err = 91.500000,	Top-5 err = 68.400000,	train_time = 0.364509
TRAIN Iter 185: loss = 0.004066,	Top-1 err = 90.900000,	Top-5 err = 72.200000,	train_time = 0.384794
TRAIN Iter 186: loss = 0.003716,	Top-1 err = 91.200000,	Top-5 err = 65.100000,	train_time = 0.396079
TRAIN Iter 187: loss = 0.003814,	Top-1 err = 91.800000,	Top-5 err = 71.100000,	train_time = 0.412815
TRAIN Iter 188: loss = 0.003953,	Top-1 err = 90.600000,	Top-5 err = 67.800000,	train_time = 0.403409
TRAIN Iter 189: loss = 0.004152,	Top-1 err = 88.800000,	Top-5 err = 62.600000,	train_time = 0.375422
TRAIN Iter 190: loss = 0.003950,	Top-1 err = 91.500000,	Top-5 err = 69.400000,	train_time = 0.355426
TRAIN Iter 191: loss = 0.003628,	Top-1 err = 87.900000,	Top-5 err = 59.000000,	train_time = 0.395370
TRAIN Iter 192: loss = 0.003928,	Top-1 err = 90.800000,	Top-5 err = 67.500000,	train_time = 0.408533
TRAIN Iter 193: loss = 0.003841,	Top-1 err = 89.900000,	Top-5 err = 63.800000,	train_time = 0.400968
TRAIN Iter 194: loss = 0.003635,	Top-1 err = 89.200000,	Top-5 err = 62.800000,	train_time = 0.381421
TRAIN Iter 195: loss = 0.003667,	Top-1 err = 89.700000,	Top-5 err = 65.500000,	train_time = 0.426069
TRAIN Iter 196: loss = 0.003760,	Top-1 err = 89.900000,	Top-5 err = 63.900000,	train_time = 0.417850
TRAIN Iter 197: loss = 0.003671,	Top-1 err = 90.800000,	Top-5 err = 64.600000,	train_time = 0.391621
TRAIN Iter 198: loss = 0.003532,	Top-1 err = 88.700000,	Top-5 err = 64.400000,	train_time = 0.389825
TRAIN Iter 199: loss = 0.003728,	Top-1 err = 91.900000,	Top-5 err = 66.200000,	train_time = 0.389803
TRAIN Iter 200: loss = 0.003652,	Top-1 err = 88.300000,	Top-5 err = 63.400000,	train_time = 0.380953
TRAIN Iter 201: loss = 0.003582,	Top-1 err = 89.300000,	Top-5 err = 64.700000,	train_time = 0.354541
TRAIN Iter 202: loss = 0.003686,	Top-1 err = 90.700000,	Top-5 err = 66.100000,	train_time = 0.407287
TRAIN Iter 203: loss = 0.003655,	Top-1 err = 89.800000,	Top-5 err = 65.100000,	train_time = 0.404015
TRAIN Iter 204: loss = 0.003798,	Top-1 err = 90.500000,	Top-5 err = 65.100000,	train_time = 0.384418
TRAIN Iter 205: loss = 0.003753,	Top-1 err = 91.100000,	Top-5 err = 67.300000,	train_time = 0.410622
TRAIN Iter 206: loss = 0.003597,	Top-1 err = 90.100000,	Top-5 err = 67.500000,	train_time = 0.358278
TRAIN Iter 207: loss = 0.003886,	Top-1 err = 90.100000,	Top-5 err = 67.700000,	train_time = 0.321489
TRAIN Iter 208: loss = 0.003694,	Top-1 err = 88.500000,	Top-5 err = 63.800000,	train_time = 0.388133
TRAIN Iter 209: loss = 0.003675,	Top-1 err = 91.000000,	Top-5 err = 67.300000,	train_time = 0.383315
TRAIN Iter 210: loss = 0.003568,	Top-1 err = 88.400000,	Top-5 err = 62.300000,	train_time = 0.393696
TRAIN Iter 211: loss = 0.003545,	Top-1 err = 89.600000,	Top-5 err = 64.200000,	train_time = 0.416676
TRAIN Iter 212: loss = 0.003525,	Top-1 err = 89.200000,	Top-5 err = 59.700000,	train_time = 0.424947
TRAIN Iter 213: loss = 0.003603,	Top-1 err = 89.000000,	Top-5 err = 65.100000,	train_time = 0.346780
TRAIN Iter 214: loss = 0.003557,	Top-1 err = 89.000000,	Top-5 err = 61.400000,	train_time = 0.403041
TRAIN Iter 215: loss = 0.003651,	Top-1 err = 91.800000,	Top-5 err = 70.500000,	train_time = 0.382736
TRAIN Iter 216: loss = 0.003534,	Top-1 err = 89.100000,	Top-5 err = 63.600000,	train_time = 0.387395
TRAIN Iter 217: loss = 0.003615,	Top-1 err = 91.300000,	Top-5 err = 67.300000,	train_time = 0.360435
TRAIN Iter 218: loss = 0.003463,	Top-1 err = 88.300000,	Top-5 err = 60.000000,	train_time = 0.378819
TRAIN Iter 219: loss = 0.003443,	Top-1 err = 90.400000,	Top-5 err = 64.500000,	train_time = 0.392812
TRAIN Iter 220: loss = 0.003604,	Top-1 err = 91.300000,	Top-5 err = 67.300000,	train_time = 0.432606
TRAIN Iter 221: loss = 0.003442,	Top-1 err = 88.800000,	Top-5 err = 61.700000,	train_time = 0.397196
TRAIN Iter 222: loss = 0.003677,	Top-1 err = 91.200000,	Top-5 err = 67.400000,	train_time = 0.380142
